"MF_name","CD4_Tcell","NK_cell","M2","M1","DC_cell","T_helper","Treg","CD8_Tcell","memory_CD8T","B_memory"
"WDFY4","4.510207","4.9556165","8.802687","8.948703","9.1079075","5.469576","5.4879505","5.79488","4.7531795","8.7569895"
"SKI","6.27553","6.0770675","6.419978","6.6650535","6.411888","6.646085","9.0551505","6.928766","9.058535","7.847978"
"RAB20","6.993342","6.246803","10.192178","11.4106875","11.191646","7.686531","5.1574465","6.693139","4.4994505","6.011113"
"SLCO4A1","3.921396","4.078358","4.77814","4.884874","4.5060385","4.658663","8.126699","4.690697","5.21825","7.1036405"
"IL17A","2.882225","2.8753635","2.826713","2.850944","2.753862","3.036458","8.2990815","2.901228","2.656066","2.7261375"
"SPINT2","7.030955","5.777834","10.169824","8.537493","12.0543635","9.485351","5.912608","8.762378","5.4601905","8.1127615"
"COX5B","6.939441","6.242078","6.940782","7.6416665","6.83518","7.06209","9.613315","6.440411","10.502613","11.0976275"
"PNRC2","6.500788","9.2784935","7.766474","7.812182","8.157754","6.594663","10.9413185","6.631276","9.920698","10.645951"
"TBC1D2","4.128129","4.957835","9.175469","8.634937","7.983847","5.920197","6.6619305","5.77557","6.0256565","6.1029845"
"IL17C","6.42803","6.173215","6.668909","6.8087565","6.283869","7.043487","4.809631","6.905457","4.560636","4.58498"
"CPVL","3.171729","4.4719745","11.620814","8.2764735","9.6809305","3.991608","3.7512465","5.608371","3.4768345","3.397886"
"IPO8","5.212803","5.326562","6.138028","6.394919","5.182829","5.578955","8.54187","5.402035","7.8135155","8.999559"
"KLRC4-KLRK1","5.493393","11.1980005","4.770412","5.328509","4.331897","5.227185","7.022912","10.32314","12.747889","5.2762385"
"GGTA1P","4.576289","4.4863605","11.017333","7.5202265","10.763597","4.672745","4.417513","5.482401","3.719987","3.9975215"
"ADGRG5","4.196475","7.7946085","4.445752","4.793784","4.1425935","4.664917","5.3546615","4.937652","7.306119","6.332388"
"GADD45B","8.538349","6.7030405","6.402362","6.5852845","6.967245","6.809355","10.6341255","6.247675","10.0273935","9.3556745"
"CEBPA","6.332691","7.2133585","10.783988","9.943575","9.4353065","5.706724","5.275376","5.787119","4.660276","4.5612755"
"ZFYVE16","6.609271","7.748052","10.184778","10.0755905","9.759747","6.605724","4.5964995","7.809332","6.0717085","6.1936435"
"APOBR","6.187863","8.9594275","9.016685","9.395803","8.357357","6.063492","6.5419975","6.458402","7.6933615","6.070386"
"METRNL","4.157815","10.6153985","9.312684","8.8846145","9.608404","4.836725","6.9721455","4.622151","7.5912925","4.5007555"
"VCPIP1","5.001631","6.7505145","5.839314","6.685059","6.18779","5.609112","9.7044805","6.77505","9.341199","8.790509"
"QSOX1","6.657227","7.810454","9.043555","9.6203775","10.699576","7.049473","7.7199255","6.986739","7.0727545","8.005228"
"EPHX1","5.153288","4.571056","9.732565","8.278386","7.3004485","4.475861","4.7111765","4.716598","5.9545915","4.4786795"
"GPX4","11.368","10.383619","12.65345","11.3650135","13.200496","10.203447","9.2295035","10.149542","8.4616405","10.2917475"
"PLIN3","8.155079","7.959862","9.468869","10.1191505","9.701373","7.722115","5.5662045","7.818661","6.6471335","7.2164535"
"P3H2","4.107643","4.7926685","5.803294","6.4017095","6.027307","9.561312","4.92087","6.68426","3.655355","3.4010555"
"PDCD5","6.956452","7.5192305","7.480471","7.3277665","8.042421","8.027244","10.4308095","6.609961","8.54471","10.4405485"
"PLCG1","8.358539","7.8107365","6.444693","6.891198","6.6634295","9.034593","7.0177775","10.03812","9.3709915","7.6200995"
"AHCYL2","6.730223","6.257225","7.29744","6.662638","7.613247","6.921489","3.434263","7.248514","5.0125795","4.235747"
"IDI2-AS1","6.624883","5.371763","5.412958","5.346583","5.4647005","5.285798","8.8594025","5.09616","8.726573","8.389917"
"TSPO","7.772535","9.7960555","11.722407","11.860939","12.133903","8.593117","7.371237","9.22907","8.5207615","7.315811"
"CAAP1","4.152739","3.777264","3.950648","3.956724","3.5512985","4.007312","6.118196","3.769534","5.456398","6.7541785"
"FAM102B","4.392858","4.3379915","4.780041","4.946641","5.0837315","5.005848","7.7131785","4.875318","6.515849","6.445544"
"HSD17B4","6.739068","8.3553865","11.690992","10.5264065","11.7670595","8.880818","5.8088115","8.291325","8.473813","11.0447025"
"CH17-340M24.3","8.450852","7.7950945","9.978077","9.6382685","9.6491325","6.797287","4.8472455","7.25587","6.7329785","7.14422"
"PLAGL2","6.112666","6.132074","5.874218","6.365793","6.029859","7.648162","10.665937","5.513121","7.798866","8.540786"
"ACP2","5.73939","6.643859","10.208785","10.9044995","9.538626","7.060654","5.8219825","6.255212","5.5294355","5.799123"
"LINC00847","6.061898","5.808737","9.211926","7.59897","9.2686225","5.783299","4.0391505","5.681424","4.7672355","5.9439215"
"PARL","6.505449","4.3456195","5.135836","5.1110215","4.6767315","4.655841","8.3974455","4.414719","7.386845","7.615368"
"LOC101927018","3.102237","3.21163","3.053357","3.0801215","3.0082345","3.243981","3.8087655","3.157137","7.0940505","4.86297"
"HIST1H2BO","3.201637","3.3770355","3.072796","3.185122","3.829868","3.297805","5.2061855","3.36258","4.449236","7.624931"
"ATP13A3","5.981341","6.447133","7.69409","9.600778","8.7876905","5.878074","10.826226","5.395733","9.194585","11.036764"
"RP9","7.645653","5.611099","5.25958","4.8793865","5.3799785","5.345365","8.6937125","5.430003","8.083677","7.9306425"
"BLVRB","5.419555","6.8446355","11.20101","9.326653","10.1971155","8.395838","6.1894295","6.992792","6.0407175","6.9590045"
"MIR497HG","5.274443","4.81313","5.030043","5.3491785","5.050156","5.51576","7.844362","5.159338","7.3455855","6.835488"
"ND6","9.414947","7.7282755","7.310116","7.685882","8.1859515","10.173277","10.8683645","10.134905","13.4625885","13.895733"
"SDCBP","12.391582","11.371368","13.234252","13.0464615","13.284177","10.183639","11.0037375","10.870824","10.201588","9.029268"
"RENBP","6.33088","5.5308675","8.663155","8.26372","6.9646265","5.866046","4.620387","5.347525","4.094122","3.907184"
"C1orf56","4.110711","4.1124435","4.015009","4.3546265","4.1795055","4.153077","7.4948595","4.288378","9.7417065","9.2030355"
"SPATA32","7.215458","6.815064","7.133049","7.8337985","7.2017875","7.268344","5.376027","6.821226","5.160649","5.405702"
"P2RX5","6.658139","7.259002","5.725723","6.333524","6.908674","9.525651","5.0076175","8.546727","8.1794265","11.1388845"
"ZRANB2-AS1","3.450605","3.9407505","3.138229","2.871717","3.077466","2.872132","6.316745","2.93354","7.4900355","4.833526"
"SNHG10","3.272836","3.7979205","3.887752","4.08374","4.0692255","4.133784","6.344371","3.929169","5.3907325","5.271624"
"RSPH10B2","8.179325","6.6049085","6.760602","6.540099","6.915462","6.869388","8.8629915","5.740613","9.5605605","9.619628"
"CD69","13.06761","12.0714745","2.920194","6.1728385","4.319794","10.085112","11.9324925","11.396602","11.225316","8.6345525"
"NR3C2","6.648213","5.157764","4.005576","3.966643","4.3768165","4.082693","4.081962","8.885387","6.2586895","4.0034505"
"LOC101927166","10.765687","9.138034","8.033984","8.471572","7.6693955","7.99033","5.7056215","9.843915","6.967722","5.694933"
"TXNL4B","6.155095","6.2154365","6.250357","7.072686","6.358894","6.32033","10.1903775","5.078926","8.3147195","8.751723"
"CCDC58","6.522767","6.7813115","5.877118","5.2728285","7.413309","7.433498","10.626498","6.635814","8.959597","10.7780195"
"DIPK2A","4.457379","4.1427095","4.410091","4.3554395","4.4814255","4.529595","7.5534275","4.338162","6.0558735","6.4528605"
"TMBIM1","9.513472","9.5936885","11.142949","11.257816","11.098895","8.824002","8.809277","8.856113","8.406015","7.9851825"
"SLAIN1","6.64644","7.021864","3.321564","3.192323","3.120869","7.464135","5.540487","7.494173","5.492964","5.9573455"
"CROCCP2","10.14688","9.2647895","8.706707","6.9397765","7.5733155","8.238066","4.045619","10.146304","8.7482695","6.367493"
"KLRC2","3.13654","11.8067655","3.02483","3.5084195","3.2948185","3.93629","5.157717","6.226868","7.1989305","3.4587965"
"MAL","8.975686","4.9204215","4.719747","5.140755","5.152587","11.03347","8.50894","11.673819","6.522633","3.9997485"
"COIL","7.393649","7.835276","6.592798","5.9161505","6.773217","5.373941","9.5164935","6.308853","8.580722","7.8253385"
"HIST1H1D","4.533968","4.937206","4.799487","4.73618","5.1251635","6.64684","7.8318655","6.692959","10.5634885","10.687765"
"HIST1H3B","3.593524","4.0178755","3.649532","3.793835","3.6486015","3.953044","6.6284375","3.868619","9.2405555","10.502992"
"FOXD4","4.543192","4.1953295","4.512042","4.5741115","4.328457","4.669657","7.2076925","4.378725","6.059194","6.482947"
"SLFNL1","3.475417","3.2492825","3.134778","3.164808","3.0735025","3.684753","6.859361","3.44527","7.849428","5.73872"
"MSANTD4","4.045253","3.631699","5.183155","4.6547105","4.2778075","4.06336","8.753051","3.733645","7.340172","8.927405"
"ATP6V0D1","8.178812","9.391373","11.235009","11.502257","10.4654395","7.723924","8.71705","7.449353","7.831039","9.219124"
"CLDN19","6.789329","6.3800265","6.606375","6.7773055","6.758622","6.935737","5.0323055","6.841797","4.313914","4.160903"
"CCR4","5.674464","4.5769025","4.356816","4.9386375","4.920572","5.681253","10.0938155","4.495199","5.5724705","3.672197"
"ACP5","6.862763","6.6735745","13.325778","13.0437985","12.250018","7.301291","5.6071905","6.830483","6.242596","6.7802995"
"MAN2B1","7.602152","7.926912","11.487209","10.9885875","11.1052625","9.012349","8.290775","8.428515","9.320369","9.4954845"
"LRMDA","5.797772","5.4986935","7.939387","7.073322","7.6529875","5.482999","5.1559065","5.462305","4.4157055","4.572961"
"ZMIZ1","6.078412","9.791999","11.594107","10.9911105","11.396801","9.345935","6.1683055","8.178127","7.225685","9.695129"
"LINC00520","6.637408","6.7000975","7.778243","10.010785","8.6377925","9.135817","5.507341","8.140495","3.5346665","4.1289735"
"SNHG1","11.522163","10.4876865","9.581643","7.666654","8.457384","11.243075","9.8065415","11.949759","10.7804085","10.0153545"
"MGAT1","7.272001","8.6719835","10.884089","10.8837585","10.8540545","8.97911","8.184469","8.505066","7.809171","8.7615025"
"SMARCE1","7.806738","9.2734435","8.927865","8.3861985","8.8443225","9.477193","11.2489685","8.308836","10.387414","11.54544"
"DDA1","6.583294","7.6033515","7.997101","8.7875175","7.5188045","5.141439","10.905383","4.819954","9.169509","8.541929"
"FCGR2B","3.572825","5.1823755","10.648521","7.5703445","10.8699725","4.053481","3.57607","3.976155","4.104511","7.874109"
"TALDO1","8.494816","9.5703","12.240817","12.6829165","12.737199","10.953681","9.777553","9.973995","8.130868","9.6859445"
"RMND5A","5.514481","7.1688975","5.27756","5.3720275","5.325188","6.037907","8.3133885","5.932634","8.618588","8.0125585"
"SLC16A11","3.807791","3.6754655","4.298473","4.573114","4.2826875","4.631078","6.949235","4.334003","6.437144","6.1292015"
"TASP1","3.367711","3.9142675","3.235006","3.439878","2.968868","3.086201","6.941676","3.351282","5.7772305","6.406368"
"MMP19","4.84017","4.038354","8.5485","9.169478","8.9437025","4.492057","2.985152","4.244702","2.8981485","2.6543645"
"PSMD5","3.886098","3.8950115","3.940069","4.3009025","3.73581","4.161927","5.1663545","4.219183","7.1997455","5.3073655"
"KCTD3","3.182637","3.266945","6.087942","3.7557265","6.7578305","3.56817","2.9041155","3.112956","2.7124855","4.089489"
"RNA45SN5","8.100894","7.232718","5.973072","6.245001","6.9277455","7.027061","10.8614165","6.993932","9.763908","8.443977"
"FAM217A","3.484074","3.3784245","3.141612","3.440668","3.1209305","3.225532","6.887543","3.341135","7.6342495","5.58287"
"ZBED1","7.060851","8.4622325","9.772573","8.438475","8.5990835","7.856628","6.5405885","7.764274","6.428077","6.327274"
"PPARG","4.126739","4.329989","9.844687","7.9748885","9.9385895","5.650917","5.2910415","4.144045","4.5096565","4.501516"
"REEP5","7.219677","9.600624","11.047911","11.249837","11.733955","8.294952","8.52436","7.103016","8.795078","9.076213"
"KIAA1522","6.788987","6.2963665","6.67346","7.196144","7.400454","5.964991","4.747452","6.113317","4.6182065","3.9642785"
"FGR","6.394149","10.9539995","12.204962","11.7679995","11.296541","5.803913","3.6358155","7.199848","10.265914","6.791059"
"LILRA6","5.882732","6.3723765","9.485717","9.9088275","8.3685715","6.379369","5.9499775","6.326434","5.4783325","5.8331595"
"IL11","5.998758","5.3456445","5.761542","6.2783315","5.397711","6.08857","4.38389","6.168778","3.614715","3.3737045"
"CCM2L","6.865493","6.273936","6.539946","7.0271135","6.309683","7.097676","5.2235405","6.656134","4.8373795","4.1837255"
"NBAS","4.693325","4.6696625","4.977602","5.193968","4.571284","5.569181","7.415783","5.46516","8.922793","8.472737"
"LOC100507412","7.845377","6.7596475","6.606057","6.868874","6.5551215","8.771103","12.2644695","7.178503","11.8292495","9.673595"
"NEIL2","5.705894","6.013238","5.763119","5.692005","5.4906785","6.88915","7.1203175","6.759045","9.0240035","9.500968"
"PVRIG","7.912051","10.217294","5.226117","6.0101005","5.5378835","9.143499","7.9794865","8.855414","9.59777","6.9445615"
"HIST1H2BG","3.747207","4.2441425","3.845328","4.540791","4.9824385","3.936781","7.878481","4.800126","8.722684","9.6104425"
"RPL13AP17","7.475711","6.3016635","6.229759","6.534777","6.2712605","6.855739","5.0811635","6.900235","3.9884165","4.0903625"
"PAM16","7.452354","6.249664","7.205697","6.8119895","6.9417745","6.857851","9.6928195","6.257571","8.3579445","9.0852785"
"PODXL2","3.62445","3.618774","4.411366","4.280119","4.3174595","4.48533","7.0832855","4.37439","5.893605","5.7644395"
"PRDX1","10.85759","9.126807","12.472896","13.1217965","12.8628885","11.501258","11.735086","9.762115","8.299154","12.0449505"
"KLRB1","5.902689","13.353595","4.325639","6.511083","4.880999","6.003171","7.5871755","6.86835","9.320325","4.7822585"
"CACTIN","4.299584","4.5015135","5.344214","5.536196","5.0672765","5.310364","7.59896","5.341988","7.1660785","6.8222695"
"UQCRC1","8.682197","9.0694615","11.122546","11.134683","10.6873475","10.543898","7.917608","9.184565","7.653919","6.173293"
"DHCR24","5.512441","6.53971","9.845654","9.0350585","9.49236","8.890321","4.005326","5.003889","4.480295","7.8417685"
"HADHB","9.885938","9.6159125","12.04974","11.277573","12.0518895","9.901163","7.3623815","10.063697","8.569834","9.340941"
"NR1H3","5.096003","5.942243","10.457435","10.744394","8.680071","5.974512","4.6918035","4.916532","4.1664235","5.3220475"
"USP3-AS1","4.734696","3.8435575","3.538021","3.4145405","3.6812755","3.770638","5.9429695","3.769034","8.0486575","7.249787"
"IFNA17","6.78139","5.3316495","5.191123","5.723121","5.126172","5.492274","3.838215","5.545757","3.337445","3.0930945"
"AVPI1","5.949745","8.0366215","9.292793","8.3805475","9.872553","5.845539","5.326144","6.10921","6.9870595","4.9296945"
"ASAP2","3.636525","3.5873865","6.265606","6.691582","8.14659","3.447981","3.224807","3.240163","2.905659","2.8969765"
"RAB38","5.066413","6.498002","8.303836","7.3184625","8.421644","5.765124","4.42356","4.601124","4.4294395","3.8175485"
"ADCY9","4.554673","7.359518","7.721632","5.660856","7.919447","4.231422","3.8006615","6.13942","6.3517135","3.9667175"
"KCP","5.330159","5.123948","5.623059","6.098187","5.6555535","5.923636","8.0852145","5.604701","6.9047705","7.5694835"
"ZNF503-AS1","5.071008","4.631968","4.954967","5.181591","4.602373","5.755654","4.3198525","5.239014","3.043189","3.296298"
"FRG1EP","3.015994","3.329547","3.044574","3.4141795","3.0194885","3.13777","6.259877","3.159677","5.7084415","5.357473"
"ATP1A1-AS1","5.389993","4.9625065","4.980627","5.0855725","4.817464","5.060206","8.855653","5.05267","8.0221515","6.950151"
"RP2","4.84017","7.2535625","7.378606","7.925042","8.878933","5.009612","4.168427","4.190043","4.822301","5.583172"
"MND1","2.967524","3.7468405","3.004558","3.276789","3.099714","6.880706","4.0251025","3.028687","4.289783","10.6829845"
"S100A11","8.337297","8.6079685","12.139506","12.6802475","11.3399185","8.001152","9.9823475","6.171419","9.6527485","9.0309385"
"EPHX2","6.041403","4.145921","4.053616","4.3967995","4.106557","6.957122","4.2967745","8.142793","4.474461","4.2315355"
"MIER1","6.954209","6.659691","5.282085","5.9131105","5.9975825","6.586537","9.859357","5.642705","8.921672","8.277412"
"NCEH1","2.703189","5.648653","9.667357","10.7317225","10.234168","3.497549","3.51668","3.575561","3.187692","5.1876215"
"SNAPC5","5.05108","4.745732","4.528647","5.017591","4.699824","5.245725","7.7978495","5.733347","7.5849145","8.4766825"
"GPR171","10.365363","7.3926445","3.752183","5.00478","4.2242835","10.896179","11.262444","9.33451","8.8385505","4.366234"
"GNG5","10.336316","11.03426","12.1812","12.0108745","12.1549855","10.593391","11.3460865","10.099875","10.1364885","10.0417035"
"LRRC46","6.372516","5.3101345","5.916036","5.9772755","5.5318005","6.181186","4.603337","5.607809","3.9026225","3.692954"
"C6orf118","3.73895","3.5845435","3.726852","3.8906835","3.7628925","3.691072","5.7248355","3.736904","4.832266","5.0998465"
"CCDC13","7.832122","6.535116","6.740174","6.888171","6.95882","6.549103","5.176322","6.706418","4.915473","4.702899"
"NHSL1","3.156515","3.147057","6.785114","3.648364","7.1239245","3.029776","3.762194","2.956813","3.1895755","4.0215555"
"LGR4","4.385943","4.4556925","5.360865","5.426227","5.0155905","5.428842","7.45637","5.428113","6.49041","6.585841"
"ACSS2","6.565324","5.9793365","9.380238","9.327549","8.51884","7.708592","6.099467","7.455058","5.538101","6.38393"
